,area,centroid,mean_intensity,perimeter,row,column,circularity
22,200.0,"(207.4, 151.87)",0.24359477124183004,51.62741699796952,4,3,0.9429291576835128
23,190.0,"(207.6578947368421, 212.1157894736842)",0.21823185414516685,52.248737341529164,4,4,0.8746048185799624
24,205.0,"(208.6390243902439, 392.79024390243904)",0.23256496094372706,53.45584412271571,4,7,0.9015157973129112
25,197.0,"(208.502538071066, 332.3096446700508)",0.20993331342689361,50.62741699796952,4,6,0.9658385809422442
26,201.0,"(209.23383084577114, 453.6318407960199)",0.24097811595616683,52.526911934581186,4,8,0.9154659228155
27,195.0,"(209.16923076923078, 513.9179487179487)",0.25025641025641027,50.04163056034262,4,9,0.9785467316005692
28,115.0,"(208.42608695652174, 271.89565217391305)",0.1648650184711566,41.17766952966369,4,5,0.8522836882948314
29,153.0,"(209.359477124183, 574.7843137254902)",0.25180058951685247,46.04163056034262,4,10,0.9069845797171014
30,188.0,"(209.60106382978722, 635.6914893617021)",0.31013767209011267,49.21320343559643,4,11,0.9754487180477649
31,191.0,"(267.71204188481676, 90.33507853403141)",0.28036820312767335,49.21320343559643,5,2,0.9910143890804419
32,210.0,"(267.8285714285714, 151.4142857142857)",0.24651104886399,53.698484809834994,5,3,0.9151769971703161
33,216.0,"(268.05555555555554, 212.0)",0.2241830065359477,52.8700576850888,5,4,0.971055487149453
34,213.0,"(268.6525821596244, 332.25821596244134)",0.22556690907975083,54.2842712474619,5,6,0.9083253683524
35,196.0,"(268.4030612244898, 271.91326530612247)",0.21959450446845402,50.83452377915607,5,5,0.9531218298764279
36,193.0,"(269.3419689119171, 453.0880829015544)",0.24240577059839477,50.45584412271571,5,8,0.9526737974630916
37,201.0,"(269.6467661691542, 513.7014925373135)",0.25393294963093027,50.62741699796952,5,9,0.9854495165958939
38,194.0,"(270.0154639175258, 574.6443298969073)",0.27823596792668953,50.04163056034261,5,10,0.973528543233387
39,183.0,"(270.2021857923497, 635.6010928961749)",0.31387549555341265,48.87005768508881,5,11,0.9628868384286455
40,179.0,"(327.93854748603354, 29.29608938547486)",0.35551173914631023,48.62741699796952,6,1,0.9512627538857144
41,173.0,"(327.9017341040462, 89.79768786127168)",0.2933167101137179,50.11269837220809,6,2,0.8656859924215976
42,205.0,"(328.7073170731707, 271.5658536585366)",0.23878845847282001,53.698484809834994,6,5,0.8933870686662608
43,203.0,"(329.35960591133005, 392.09852216748766)",0.25094819537010205,50.66295090390226,6,7,0.9938593730682735
44,204.0,"(329.03921568627453, 332.0637254901961)",0.23772267076765344,50.62741699796952,6,6,1.000157718336131
45,189.0,"(330.2010582010582, 513.4179894179895)",0.27330635958086935,49.248737341529164,6,9,0.9792226884688446
46,186.0,"(330.59139784946234, 574.4677419354839)",0.29493288354768427,48.62741699796952,6,10,0.9884629733114125
47,180.0,"(388.43888888888887, 28.522222222222222)",0.3940377632534495,46.62741699796952,7,1,1.0403983476685137
48,192.0,"(388.8229166666667, 150.22395833333334)",0.31172385620915033,50.04163056034261,7,3,0.9634921664990223
49,200.0,"(389.12, 271.35)",0.2775816993464052,51.4558441227157,7,5,0.9492277925055518
50,201.0,"(389.5721393034826, 331.92039800995025)",0.27493252690794395,52.04163056034262,7,6,0.9326187246271351
51,84.0,"(388.32142857142856, 90.75)",0.2586523498288204,39.9350288425444,7,2,0.6618828758473295
52,174.0,"(391.2758620689655, 574.5057471264367)",0.33155285102546767,48.04163056034261,7,10,0.9473787386498942
53,182.0,"(391.5659340659341, 635.5164835164835)",0.369187675070028,47.798989873223334,7,11,1.0010224425549161
54,89.0,"(450.91011235955057, 391.4831460674157)",0.31891018579716535,35.21320343559643,8,7,0.9019631593484929
