,area,centroid,mean_intensity,perimeter,row,column,circularity
2,139.0,"(27.72661870503597, 515.3525179856115)",0.30794188178868664,46.42031021678298,1,9,0.8106037106013149
3,160.0,"(85.91875, 30.50625)",0.3615032679738562,44.62741699796952,2,1,1.009546540362635
4,173.0,"(86.23121387283237, 91.17341040462428)",0.31655899353961237,48.62741699796952,2,2,0.91937685152083
5,188.0,"(87.67021276595744, 272.54787234042556)",0.24870671672924485,49.698484809834994,2,5,0.9564921644535805
6,198.0,"(87.84848484848484, 333.09090909090907)",0.257773816597346,51.21320343559643,2,6,0.948661268636659
7,191.0,"(88.01047120418848, 393.3979057591623)",0.2666187591965232,50.04163056034261,2,7,0.9584739781318398
8,184.0,"(88.41847826086956, 514.6358695652174)",0.2843279340721796,49.45584412271571,2,9,0.9453496097333653
9,159.0,"(87.33962264150944, 212.50314465408806)",0.2441484770008632,44.62741699796952,2,4,1.0032368744853684
10,188.0,"(88.22872340425532, 454.0851063829787)",0.27649840077875115,48.62741699796952,2,8,0.9990916074330408
11,181.0,"(88.71270718232044, 636.5911602209944)",0.34750297909218936,47.21320343559643,2,11,1.020378976295971
12,115.0,"(88.38260869565218, 575.895652173913)",0.24351236146632566,41.04163056034261,2,10,0.8579431102014456
13,196.0,"(146.58163265306123, 91.34183673469387)",0.28368680805655594,51.83452377915607,3,2,0.9167010095058385
14,173.0,"(147.83236994219652, 272.65895953757223)",0.2226075786769428,47.798989873223334,3,5,0.9515213327582444
15,182.0,"(148.47252747252747, 453.5659340659341)",0.2475184945773181,47.798989873223334,3,8,1.0010224425549161
16,95.0,"(147.81052631578947, 392.77894736842103)",0.18738218094255246,36.970562748477136,3,7,0.8734164089947022
17,169.0,"(148.7396449704142, 575.094674556213)",0.2777197664075492,47.21320343559643,3,10,0.9527295414034204
18,174.0,"(148.97701149425288, 636.1091954022988)",0.31438659755089776,47.21320343559643,3,11,0.9809168059419829
19,92.0,"(148.17391304347825, 332.7826086956522)",0.17746518897414038,38.59188309203678,3,6,0.7762573947600956
20,61.0,"(148.63934426229508, 513.639344262295)",0.1853637629915354,43.31370849898476,3,9,0.40859115427943565
21,199.0,"(207.0, 90.98994974874371)",0.2795809110914047,53.21320343559643,4,2,0.8831289708641042
