,area,centroid,mean_intensity,perimeter,row,column,circularity
1,177.0,"(26.83050847457627, 32.24858757062147)",0.4138251910933865,47.45584412271571,1,1,0.9876514933183996
2,166.0,"(27.57831325301205, 93.0421686746988)",0.3618473895582329,45.21320343559643,1,2,1.0204398135830919
3,183.0,"(28.256830601092897, 455.53551912568304)",0.35156255580556456,49.62741699796952,1,8,0.9337220404007058
4,187.0,"(27.427807486631018, 637.9304812834224)",0.4205585264408794,49.21320343559643,1,11,0.9702601610368725
5,176.0,"(28.443181818181817, 274.1306818181818)",0.32373737373737377,47.21320343559643,1,5,0.9921917117574081
6,179.0,"(28.18435754189944, 394.8268156424581)",0.3374739840070106,48.8700576850888,1,7,0.9418401315777466
7,166.0,"(27.83132530120482, 516.5602409638554)",0.3385227183242775,47.21320343559643,1,9,0.9358171826802828
8,148.0,"(28.216216216216218, 334.43243243243245)",0.3173025967143614,47.21320343559643,1,6,0.8343430303414568
9,170.0,"(87.77058823529411, 32.6)",0.3758477508650519,46.21320343559643,2,1,1.0002916347223534
10,165.0,"(88.52727272727273, 214.0121212121212)",0.2789463260051495,47.21320343559643,2,4,0.93017972977257
11,192.0,"(88.80208333333333, 334.4270833333333)",0.29376361655773425,50.04163056034261,2,6,0.9634921664990223
12,178.0,"(88.79775280898876, 455.41011235955057)",0.31432033487552324,47.21320343559643,2,8,1.0034666175728333
13,179.0,"(88.49162011173185, 515.9329608938548)",0.32923649906890134,49.21320343559643,2,9,0.9287517049497336
14,178.0,"(88.14044943820225, 698.7921348314607)",0.4332378644341633,48.62741699796952,2,12,0.9459484368249004
15,151.0,"(88.3112582781457, 93.33774834437087)",0.313154135826516,44.21320343559643,2,2,0.9706951198880726
16,172.0,"(88.6686046511628, 153.84302325581396)",0.2954096367229062,47.798989873223334,2,3,0.9460212094475031
17,169.0,"(88.6508875739645, 274.06508875739644)",0.2591561279344084,46.384776310850235,2,5,0.9870647336743006
18,178.0,"(88.80898876404494, 394.7808988764045)",0.29944187412792833,47.79898987322333,2,7,0.9790219493119512
19,160.0,"(88.3625, 576.8375)",0.36231209150326793,45.21320343559643,2,10,0.9835564468270763
20,171.0,"(148.53801169590642, 153.71345029239765)",0.26828727592401486,51.45584412271571,3,3,0.8115897625922466
21,173.0,"(148.7514450867052, 214.05780346820808)",0.25088216404095354,48.04163056034261,3,4,0.9419340332553546
22,146.0,"(148.56164383561645, 32.9041095890411)",0.34928820843405856,42.970562748477136,3,1,0.993620715242376
