,area,centroid,mean_intensity,perimeter,row,column,circularity
1,842.0,"(26.029691211401424, 269.28622327790976)",0.44521447533882913,110.08326112068522,1,5,0.8731309483394224
2,627.0,"(25.282296650717704, 87.65071770334929)",0.5212392240256017,92.42640687119285,1,2,0.9223277278984052
3,869.0,"(28.12197928653625, 149.04718066743382)",0.4715840459697496,113.15432893255071,1,3,0.8528787498279063
4,689.0,"(25.182873730043543, 633.143686502177)",0.5375546638587704,100.08326112068522,1,11,0.8643829462471696
5,687.0,"(27.158660844250363, 572.7481804949053)",0.5053705130766523,96.42640687119285,1,10,0.9284844466168154
6,674.0,"(26.33086053412463, 331.6780415430267)",0.4604953356218847,95.84062043356595,1,6,0.9220840877786541
7,743.0,"(27.85598923283984, 450.76177658142666)",0.46760087615126805,102.9116882454314,1,8,0.8815953122895311
8,570.0,"(25.96842105263158, 512.5894736842105)",0.49439743148721477,88.32590180780451,1,9,0.9181392615753333
9,859.0,"(85.71362048894063, 29.90919674039581)",0.47947681983154145,113.1543289325507,2,1,0.8430642647896107
10,804.0,"(87.07462686567165, 631.9751243781094)",0.45435242090202577,111.63961030678928,2,11,0.8106423507891509
11,672.0,"(86.48511904761905, 692.9494047619048)",0.5102299253034547,98.08326112068522,2,12,0.8777874008091855
12,649.0,"(86.86902927580894, 88.18181818181819)",0.4680846349839371,94.42640687119285,2,2,0.9146767342763606
13,654.0,"(86.68501529051987, 570.3700305810397)",0.4551997761387939,97.74011537017762,2,10,0.8602841425305112
14,634.0,"(86.41482649842271, 148.68611987381703)",0.4456712232737469,94.32590180780451,2,3,0.895441441578114
15,561.0,"(86.70231729055259, 390.3083778966132)",0.44343783859354796,88.18376618407356,2,7,0.9065576759706013
16,1014.0,"(91.59171597633136, 442.681459566075)",0.429197767206817,150.71067811865476,2,8,0.5609960083589937
17,610.0,"(87.48852459016393, 330.0852459016393)",0.42891460409300325,91.25483399593904,2,6,0.9205087905691839
18,813.0,"(146.08241082410825, 28.82041820418204)",0.4586161155729205,107.49747468305833,3,1,0.884105079296994
19,750.0,"(147.06133333333332, 511.06533333333334)",0.4040139433551198,104.5685424949238,3,9,0.8619240878237189
20,641.0,"(146.14508580343212, 270.0171606864275)",0.3992046740693157,93.84062043356595,3,5,0.9147157406051957
21,718.0,"(146.63649025069637, 87.41364902506963)",0.4490578404063575,97.74011537017762,3,2,0.9444709699341085
22,732.0,"(147.53005464480876, 572.0054644808744)",0.4482177934926247,99.49747468305833,3,10,0.9291735288359925
23,653.0,"(146.56814701378255, 692.0581929555896)",0.4941777017085548,95.59797974644665,3,12,0.897895130478517
